_id,ordem,recurso_codigo,recurso_nome,centro_trabalho,produto_sku,produto_nome,data,ano_mes,turno,inicio,fim,tempo_planejado_min,tempo_parado_min,tempo_operando_min,paradas[0].motivo,paradas[1].motivo,paradas[2].motivo,paradas[3].motivo,paradas[0].duracao_min,paradas[1].duracao_min,paradas[2].duracao_min,paradas[3].duracao_min,tempo_ciclo_ideal_seg,pecas_total,pecas_boas,pecas_refugo
6a1340eecac062957a9df90d,OP-00003,TOR-02,Torno CNC 02,Usinagem,BMB-300,Bomba Submersa 3cv,2025-01-02T00:00:00.000Z,2025-01,1,2025-01-02T06:00:00.000Z,2025-01-02T14:30:00.000Z,450,60,390,Ajuste de processo,,,,60,,,,130,159,154,5
6a1340eecac062957a9df90e,OP-00003,TOR-02,Torno CNC 02,Usinagem,BMB-300,Bomba Submersa 3cv,2025-01-02T00:00:00.000Z,2025-01,2,2025-01-02T15:00:00.000Z,2025-01-02T23:30:00.000Z,450,50,400,Falta de operador,,,,50,,,,130,165,162,3
6a1340eecac062957a9df90f,OP-00004,INJ-01,Injetora 01,Injeção,VLV-050,"Válvula Esfera 1/2""",2025-01-02T00:00:00.000Z,2025-01,1,2025-01-02T06:00:00.000Z,2025-01-02T14:30:00.000Z,450,29,421,Setup/Troca de ferramenta,Falta de operador,Ajuste de processo,,10,8,11,,30,802,783,19
6a1340eecac062957a9df910,OP-00005,INJ-01,Injetora 01,Injeção,VLV-075,"Válvula Esfera 3/4""",2025-01-02T00:00:00.000Z,2025-01,2,2025-01-02T15:00:00.000Z,2025-01-02T23:30:00.000Z,450,33,417,Setup/Troca de ferramenta,Falta de material,,,18,15,,,36,688,684,4
6a1340eecac062957a9df911,OP-00007,MON-01,Linha de Montagem 01,Montagem,CJM-500,Conjunto Pressurizador,2025-01-02T00:00:00.000Z,2025-01,1,2025-01-02T06:00:00.000Z,2025-01-02T14:30:00.000Z,450,57,393,Falta de operador,Ajuste de processo,,,18,39,,,300,69,67,2
6a1340eecac062957a9df912,OP-00007,MON-01,Linha de Montagem 01,Montagem,CJM-500,Conjunto Pressurizador,2025-01-02T00:00:00.000Z,2025-01,2,2025-01-02T15:00:00.000Z,2025-01-02T23:30:00.000Z,450,54,396,Ajuste de processo,Falta de material,,,19,35,,,300,70,68,2
6a1340eecac062957a9df913,OP-00001,TOR-01,Torno CNC 01,Usinagem,BMB-100,Bomba Centrífuga 1cv,2025-01-03T00:00:00.000Z,2025-01,1,2025-01-03T06:00:00.000Z,2025-01-03T14:30:00.000Z,450,20,430,Falta de operador,,,,20,,,,90,276,275,1
6a1340eecac062957a9df914,OP-00001,TOR-01,Torno CNC 01,Usinagem,BMB-100,Bomba Centrífuga 1cv,2025-01-03T00:00:00.000Z,2025-01,2,2025-01-03T15:00:00.000Z,2025-01-03T23:30:00.000Z,450,5,445,Ajuste de processo,,,,5,,,,90,264,259,5
6a1340eecac062957a9df915,OP-00003,TOR-02,Torno CNC 02,Usinagem,BMB-300,Bomba Submersa 3cv,2025-01-03T00:00:00.000Z,2025-01,1,2025-01-03T06:00:00.000Z,2025-01-03T14:30:00.000Z,450,45,405,Ajuste de processo,,,,45,,,,130,168,165,3
6a1340eecac062957a9df916,OP-00003,TOR-02,Torno CNC 02,Usinagem,BMB-300,Bomba Submersa 3cv,2025-01-03T00:00:00.000Z,2025-01,2,2025-01-03T15:00:00.000Z,2025-01-03T23:30:00.000Z,450,52,398,Falta de material,Ajuste de processo,,,18,34,,,130,163,157,6
6a1340eecac062957a9df917,OP-00004,INJ-01,Injetora 01,Injeção,VLV-050,"Válvula Esfera 1/2""",2025-01-03T00:00:00.000Z,2025-01,1,2025-01-03T06:00:00.000Z,2025-01-03T14:30:00.000Z,450,34,416,Falta de operador,,,,34,,,,30,812,811,1
6a1340eecac062957a9df918,OP-00004,INJ-01,Injetora 01,Injeção,VLV-050,"Válvula Esfera 1/2""",2025-01-03T00:00:00.000Z,2025-01,2,2025-01-03T15:00:00.000Z,2025-01-03T23:30:00.000Z,450,166,284,Manutenção corretiva (quebra),Falta de operador,Ajuste de processo,,111,19,36,,30,489,478,11
6a1340eecac062957a9df919,OP-00008,MON-01,Linha de Montagem 01,Montagem,CJM-700,Conjunto Booster Duplo,2025-01-03T00:00:00.000Z,2025-01,1,2025-01-03T06:00:00.000Z,2025-01-03T14:30:00.000Z,450,40,410,Ajuste de processo,,,,40,,,,420,54,53,1
6a1340eecac062957a9df91a,OP-00007,MON-01,Linha de Montagem 01,Montagem,CJM-500,Conjunto Pressurizador,2025-01-03T00:00:00.000Z,2025-01,2,2025-01-03T15:00:00.000Z,2025-01-03T23:30:00.000Z,450,73,377,Falta de operador,Setup/Troca de ferramenta,,,40,33,,,300,68,66,2
6a1340eecac062957a9df91b,OP-00002,TOR-01,Torno CNC 01,Usinagem,BMB-200,Bomba Centrífuga 2cv,2025-01-06T00:00:00.000Z,2025-01,1,2025-01-06T06:00:00.000Z,2025-01-06T14:30:00.000Z,450,49,401,Ajuste de processo,,,,49,,,,110,204,188,16
6a1340eecac062957a9df91c,OP-00002,TOR-01,Torno CNC 01,Usinagem,BMB-200,Bomba Centrífuga 2cv,2025-01-06T00:00:00.000Z,2025-01,2,2025-01-06T15:00:00.000Z,2025-01-06T23:30:00.000Z,450,22,428,Pequenas paradas,,,,22,,,,110,217,213,4
6a1340eecac062957a9df91d,OP-00003,TOR-02,Torno CNC 02,Usinagem,BMB-300,Bomba Submersa 3cv,2025-01-06T00:00:00.000Z,2025-01,1,2025-01-06T06:00:00.000Z,2025-01-06T14:30:00.000Z,450,50,400,Falta de material,,,,50,,,,130,168,164,4
6a1340eecac062957a9df91e,OP-00003,TOR-02,Torno CNC 02,Usinagem,BMB-300,Bomba Submersa 3cv,2025-01-06T00:00:00.000Z,2025-01,2,2025-01-06T15:00:00.000Z,2025-01-06T23:30:00.000Z,450,39,411,Ajuste de processo,,,,39,,,,130,180,177,3
6a1340eecac062957a9df91f,OP-00004,INJ-01,Injetora 01,Injeção,VLV-050,"Válvula Esfera 1/2""",2025-01-06T00:00:00.000Z,2025-01,1,2025-01-06T06:00:00.000Z,2025-01-06T14:30:00.000Z,450,31,419,Pequenas paradas,Falta de material,Falta de operador,,16,8,7,,30,724,714,10
6a1340eecac062957a9df920,OP-00004,INJ-01,Injetora 01,Injeção,VLV-050,"Válvula Esfera 1/2""",2025-01-06T00:00:00.000Z,2025-01,2,2025-01-06T15:00:00.000Z,2025-01-06T23:30:00.000Z,450,33,417,Falta de operador,Setup/Troca de ferramenta,,,11,22,,,30,808,802,6
6a1340eecac062957a9df921,OP-00008,MON-01,Linha de Montagem 01,Montagem,CJM-700,Conjunto Booster Duplo,2025-01-06T00:00:00.000Z,2025-01,1,2025-01-06T06:00:00.000Z,2025-01-06T14:30:00.000Z,450,68,382,Falta de operador,Ajuste de processo,,,27,41,,,420,48,46,2
6a1340eecac062957a9df922,OP-00008,MON-01,Linha de Montagem 01,Montagem,CJM-700,Conjunto Booster Duplo,2025-01-06T00:00:00.000Z,2025-01,2,2025-01-06T15:00:00.000Z,2025-01-06T23:30:00.000Z,450,49,401,Falta de material,Falta de operador,,,17,32,,,420,49,47,2
6a1340eecac062957a9df923,OP-00002,TOR-01,Torno CNC 01,Usinagem,BMB-200,Bomba Centrífuga 2cv,2025-01-07T00:00:00.000Z,2025-01,1,2025-01-07T06:00:00.000Z,2025-01-07T14:30:00.000Z,450,41,409,Ajuste de processo,Falta de operador,,,12,29,,,110,217,215,2
6a1340eecac062957a9df924,OP-00001,TOR-01,Torno CNC 01,Usinagem,BMB-100,Bomba Centrífuga 1cv,2025-01-07T00:00:00.000Z,2025-01,2,2025-01-07T15:00:00.000Z,2025-01-07T23:30:00.000Z,450,47,403,Falta de operador,Setup/Troca de ferramenta,Pequenas paradas,,27,9,11,,90,259,258,1
6a1340eecac062957a9df925,OP-00003,TOR-02,Torno CNC 02,Usinagem,BMB-300,Bomba Submersa 3cv,2025-01-07T00:00:00.000Z,2025-01,1,2025-01-07T06:00:00.000Z,2025-01-07T14:30:00.000Z,450,51,399,Ajuste de processo,Falta de operador,Setup/Troca de ferramenta,,29,11,11,,130,159,157,2
6a1340eecac062957a9df926,OP-00003,TOR-02,Torno CNC 02,Usinagem,BMB-300,Bomba Submersa 3cv,2025-01-07T00:00:00.000Z,2025-01,2,2025-01-07T15:00:00.000Z,2025-01-07T23:30:00.000Z,450,56,394,Setup/Troca de ferramenta,Pequenas paradas,,,24,32,,,130,160,145,15
6a1340eecac062957a9df927,OP-00005,INJ-01,Injetora 01,Injeção,VLV-075,"Válvula Esfera 3/4""",2025-01-07T00:00:00.000Z,2025-01,1,2025-01-07T06:00:00.000Z,2025-01-07T14:30:00.000Z,450,33,417,Falta de material,Falta de operador,Setup/Troca de ferramenta,,12,11,10,,36,582,577,5
6a1340eecac062957a9df928,OP-00004,INJ-01,Injetora 01,Injeção,VLV-050,"Válvula Esfera 1/2""",2025-01-07T00:00:00.000Z,2025-01,2,2025-01-07T15:00:00.000Z,2025-01-07T23:30:00.000Z,450,165,285,Manutenção corretiva (quebra),Setup/Troca de ferramenta,Falta de operador,,126,16,23,,30,509,507,2
6a1340eecac062957a9df929,OP-00007,MON-01,Linha de Montagem 01,Montagem,CJM-500,Conjunto Pressurizador,2025-01-07T00:00:00.000Z,2025-01,1,2025-01-07T06:00:00.000Z,2025-01-07T14:30:00.000Z,450,73,377,Falta de material,,,,73,,,,300,61,59,2
6a1340eecac062957a9df92a,OP-00007,MON-01,Linha de Montagem 01,Montagem,CJM-500,Conjunto Pressurizador,2025-01-07T00:00:00.000Z,2025-01,2,2025-01-07T15:00:00.000Z,2025-01-07T23:30:00.000Z,450,46,404,Setup/Troca de ferramenta,,,,46,,,,300,65,65,0
6a1340eecac062957a9df92b,OP-00002,TOR-01,Torno CNC 01,Usinagem,BMB-200,Bomba Centrífuga 2cv,2025-01-08T00:00:00.000Z,2025-01,1,2025-01-08T06:00:00.000Z,2025-01-08T14:30:00.000Z,450,31,419,Falta de operador,Setup/Troca de ferramenta,Pequenas paradas,,11,7,13,,110,223,219,4
6a1340eecac062957a9df92c,OP-00001,TOR-01,Torno CNC 01,Usinagem,BMB-100,Bomba Centrífuga 1cv,2025-01-08T00:00:00.000Z,2025-01,2,2025-01-08T15:00:00.000Z,2025-01-08T23:30:00.000Z,450,17,433,Falta de operador,Ajuste de processo,,,7,10,,,90,278,273,5
6a1340eecac062957a9df92d,OP-00003,TOR-02,Torno CNC 02,Usinagem,BMB-300,Bomba Submersa 3cv,2025-01-08T00:00:00.000Z,2025-01,1,2025-01-08T06:00:00.000Z,2025-01-08T14:30:00.000Z,450,17,433,Ajuste de processo,Setup/Troca de ferramenta,,,6,11,,,130,190,187,3
6a1340eecac062957a9df92e,OP-00003,TOR-02,Torno CNC 02,Usinagem,BMB-300,Bomba Submersa 3cv,2025-01-08T00:00:00.000Z,2025-01,2,2025-01-08T15:00:00.000Z,2025-01-08T23:30:00.000Z,450,17,433,Ajuste de processo,Setup/Troca de ferramenta,,,7,10,,,130,186,184,2
6a1340eecac062957a9df92f,OP-00004,INJ-01,Injetora 01,Injeção,VLV-050,"Válvula Esfera 1/2""",2025-01-08T00:00:00.000Z,2025-01,1,2025-01-08T06:00:00.000Z,2025-01-08T14:30:00.000Z,450,19,431,Ajuste de processo,,,,19,,,,30,787,781,6
6a1340eecac062957a9df930,OP-00005,INJ-01,Injetora 01,Injeção,VLV-075,"Válvula Esfera 3/4""",2025-01-08T00:00:00.000Z,2025-01,2,2025-01-08T15:00:00.000Z,2025-01-08T23:30:00.000Z,450,26,424,Setup/Troca de ferramenta,Ajuste de processo,,,9,17,,,36,667,659,8
6a1340eecac062957a9df931,OP-00008,MON-01,Linha de Montagem 01,Montagem,CJM-700,Conjunto Booster Duplo,2025-01-08T00:00:00.000Z,2025-01,1,2025-01-08T06:00:00.000Z,2025-01-08T14:30:00.000Z,450,61,389,Pequenas paradas,,,,61,,,,420,46,44,2
6a1340eecac062957a9df932,OP-00008,MON-01,Linha de Montagem 01,Montagem,CJM-700,Conjunto Booster Duplo,2025-01-08T00:00:00.000Z,2025-01,2,2025-01-08T15:00:00.000Z,2025-01-08T23:30:00.000Z,450,64,386,Pequenas paradas,Ajuste de processo,,,22,42,,,420,50,49,1
6a1340eecac062957a9df933,OP-00002,TOR-01,Torno CNC 01,Usinagem,BMB-200,Bomba Centrífuga 2cv,2025-01-09T00:00:00.000Z,2025-01,1,2025-01-09T06:00:00.000Z,2025-01-09T14:30:00.000Z,450,48,402,Pequenas paradas,,,,48,,,,110,217,213,4
6a1340eecac062957a9df934,OP-00001,TOR-01,Torno CNC 01,Usinagem,BMB-100,Bomba Centrífuga 1cv,2025-01-09T00:00:00.000Z,2025-01,2,2025-01-09T15:00:00.000Z,2025-01-09T23:30:00.000Z,450,33,417,Falta de material,Falta de operador,,,15,18,,,90,262,255,7
6a1340eecac062957a9df935,OP-00003,TOR-02,Torno CNC 02,Usinagem,BMB-300,Bomba Submersa 3cv,2025-01-09T00:00:00.000Z,2025-01,1,2025-01-09T06:00:00.000Z,2025-01-09T14:30:00.000Z,450,136,314,Manutenção corretiva (quebra),Ajuste de processo,Setup/Troca de ferramenta,Pequenas paradas,104,14,8,10,130,129,127,2
6a1340eecac062957a9df936,OP-00003,TOR-02,Torno CNC 02,Usinagem,BMB-300,Bomba Submersa 3cv,2025-01-09T00:00:00.000Z,2025-01,2,2025-01-09T15:00:00.000Z,2025-01-09T23:30:00.000Z,450,44,406,Falta de operador,,,,44,,,,130,170,168,2
6a1340eecac062957a9df937,OP-00004,INJ-01,Injetora 01,Injeção,VLV-050,"Válvula Esfera 1/2""",2025-01-09T00:00:00.000Z,2025-01,1,2025-01-09T06:00:00.000Z,2025-01-09T14:30:00.000Z,450,25,425,Pequenas paradas,Setup/Troca de ferramenta,,,13,12,,,30,760,755,5
6a1340eecac062957a9df938,OP-00004,INJ-01,Injetora 01,Injeção,VLV-050,"Válvula Esfera 1/2""",2025-01-09T00:00:00.000Z,2025-01,2,2025-01-09T15:00:00.000Z,2025-01-09T23:30:00.000Z,450,36,414,Ajuste de processo,Pequenas paradas,,,16,20,,,30,784,741,43
6a1340eecac062957a9df939,OP-00007,MON-01,Linha de Montagem 01,Montagem,CJM-500,Conjunto Pressurizador,2025-01-09T00:00:00.000Z,2025-01,1,2025-01-09T06:00:00.000Z,2025-01-09T14:30:00.000Z,450,51,399,Setup/Troca de ferramenta,Pequenas paradas,,,23,28,,,300,65,61,4
6a1340eecac062957a9df93a,OP-00007,MON-01,Linha de Montagem 01,Montagem,CJM-500,Conjunto Pressurizador,2025-01-09T00:00:00.000Z,2025-01,2,2025-01-09T15:00:00.000Z,2025-01-09T23:30:00.000Z,450,66,384,Falta de material,Falta de operador,Setup/Troca de ferramenta,,23,14,29,,300,64,63,1
6a1340eecac062957a9df93b,OP-00001,TOR-01,Torno CNC 01,Usinagem,BMB-100,Bomba Centrífuga 1cv,2025-01-10T00:00:00.000Z,2025-01,1,2025-01-10T06:00:00.000Z,2025-01-10T14:30:00.000Z,450,35,415,Falta de material,Falta de operador,,,12,23,,,90,268,265,3
6a1340eecac062957a9df93c,OP-00001,TOR-01,Torno CNC 01,Usinagem,BMB-100,Bomba Centrífuga 1cv,2025-01-10T00:00:00.000Z,2025-01,2,2025-01-10T15:00:00.000Z,2025-01-10T23:30:00.000Z,450,107,343,Manutenção corretiva (quebra),Pequenas paradas,Ajuste de processo,Setup/Troca de ferramenta,75,12,8,12,90,210,202,8
6a1340eecac062957a9df93d,OP-00003,TOR-02,Torno CNC 02,Usinagem,BMB-300,Bomba Submersa 3cv,2025-01-10T00:00:00.000Z,2025-01,1,2025-01-10T06:00:00.000Z,2025-01-10T14:30:00.000Z,450,39,411,Falta de material,Ajuste de processo,Falta de operador,,22,5,12,,130,187,182,5
6a1340eecac062957a9df93e,OP-00003,TOR-02,Torno CNC 02,Usinagem,BMB-300,Bomba Submersa 3cv,2025-01-10T00:00:00.000Z,2025-01,2,2025-01-10T15:00:00.000Z,2025-01-10T23:30:00.000Z,450,45,405,Setup/Troca de ferramenta,Ajuste de processo,,,25,20,,,130,157,153,4
6a1340eecac062957a9df93f,OP-00006,INJ-01,Injetora 01,Injeção,VLV-100,"Válvula Gaveta 1""",2025-01-10T00:00:00.000Z,2025-01,1,2025-01-10T06:00:00.000Z,2025-01-10T14:30:00.000Z,450,13,437,Pequenas paradas,,,,13,,,,45,531,522,9
6a1340eecac062957a9df940,OP-00004,INJ-01,Injetora 01,Injeção,VLV-050,"Válvula Esfera 1/2""",2025-01-10T00:00:00.000Z,2025-01,2,2025-01-10T15:00:00.000Z,2025-01-10T23:30:00.000Z,450,22,428,Falta de material,Pequenas paradas,,,11,11,,,30,846,830,16
6a1340eecac062957a9df941,OP-00008,MON-01,Linha de Montagem 01,Montagem,CJM-700,Conjunto Booster Duplo,2025-01-10T00:00:00.000Z,2025-01,1,2025-01-10T06:00:00.000Z,2025-01-10T14:30:00.000Z,450,44,406,Pequenas paradas,Ajuste de processo,Setup/Troca de ferramenta,,15,11,18,,420,44,43,1
6a1340eecac062957a9df942,OP-00007,MON-01,Linha de Montagem 01,Montagem,CJM-500,Conjunto Pressurizador,2025-01-10T00:00:00.000Z,2025-01,2,2025-01-10T15:00:00.000Z,2025-01-10T23:30:00.000Z,450,173,277,Manutenção corretiva (quebra),Setup/Troca de ferramenta,Falta de material,,109,28,36,,300,44,43,1
6a1340eecac062957a9df943,OP-00001,TOR-01,Torno CNC 01,Usinagem,BMB-100,Bomba Centrífuga 1cv,2025-01-13T00:00:00.000Z,2025-01,1,2025-01-13T06:00:00.000Z,2025-01-13T14:30:00.000Z,450,44,406,Falta de operador,Falta de material,Ajuste de processo,,13,16,15,,90,257,253,4
6a1340eecac062957a9df944,OP-00001,TOR-01,Torno CNC 01,Usinagem,BMB-100,Bomba Centrífuga 1cv,2025-01-13T00:00:00.000Z,2025-01,2,2025-01-13T15:00:00.000Z,2025-01-13T23:30:00.000Z,450,37,413,Pequenas paradas,Ajuste de processo,,,14,23,,,90,266,263,3
6a1340eecac062957a9df945,OP-00003,TOR-02,Torno CNC 02,Usinagem,BMB-300,Bomba Submersa 3cv,2025-01-13T00:00:00.000Z,2025-01,1,2025-01-13T06:00:00.000Z,2025-01-13T14:30:00.000Z,450,31,419,Ajuste de processo,Falta de operador,,,11,20,,,130,187,181,6
6a1340eecac062957a9df946,OP-00003,TOR-02,Torno CNC 02,Usinagem,BMB-300,Bomba Submersa 3cv,2025-01-13T00:00:00.000Z,2025-01,2,2025-01-13T15:00:00.000Z,2025-01-13T23:30:00.000Z,450,32,418,Ajuste de processo,,,,32,,,,130,185,177,8
6a1340eecac062957a9df947,OP-00005,INJ-01,Injetora 01,Injeção,VLV-075,"Válvula Esfera 3/4""",2025-01-13T00:00:00.000Z,2025-01,1,2025-01-13T06:00:00.000Z,2025-01-13T14:30:00.000Z,450,12,438,Setup/Troca de ferramenta,,,,12,,,,36,701,693,8
6a1340eecac062957a9df948,OP-00004,INJ-01,Injetora 01,Injeção,VLV-050,"Válvula Esfera 1/2""",2025-01-13T00:00:00.000Z,2025-01,2,2025-01-13T15:00:00.000Z,2025-01-13T23:30:00.000Z,450,31,419,Falta de material,,,,31,,,,30,824,823,1
6a1340eecac062957a9df949,OP-00007,MON-01,Linha de Montagem 01,Montagem,CJM-500,Conjunto Pressurizador,2025-01-13T00:00:00.000Z,2025-01,1,2025-01-13T06:00:00.000Z,2025-01-13T14:30:00.000Z,450,61,389,Ajuste de processo,Falta de material,Setup/Troca de ferramenta,,20,14,27,,300,64,63,1
6a1340eecac062957a9df94a,OP-00007,MON-01,Linha de Montagem 01,Montagem,CJM-500,Conjunto Pressurizador,2025-01-13T00:00:00.000Z,2025-01,2,2025-01-13T15:00:00.000Z,2025-01-13T23:30:00.000Z,450,54,396,Setup/Troca de ferramenta,,,,54,,,,300,70,68,2
6a1340eecac062957a9df94b,OP-00001,TOR-01,Torno CNC 01,Usinagem,BMB-100,Bomba Centrífuga 1cv,2025-01-14T00:00:00.000Z,2025-01,1,2025-01-14T06:00:00.000Z,2025-01-14T14:30:00.000Z,450,5,445,Setup/Troca de ferramenta,Falta de material,,,2,3,,,90,250,245,5
6a1340eecac062957a9df94c,OP-00002,TOR-01,Torno CNC 01,Usinagem,BMB-200,Bomba Centrífuga 2cv,2025-01-14T00:00:00.000Z,2025-01,2,2025-01-14T15:00:00.000Z,2025-01-14T23:30:00.000Z,450,43,407,Pequenas paradas,Ajuste de processo,Falta de material,,24,7,12,,110,209,204,5
6a1340eecac062957a9df94d,OP-00003,TOR-02,Torno CNC 02,Usinagem,BMB-300,Bomba Submersa 3cv,2025-01-14T00:00:00.000Z,2025-01,1,2025-01-14T06:00:00.000Z,2025-01-14T14:30:00.000Z,450,36,414,Pequenas paradas,Falta de operador,Falta de material,,20,4,12,,130,167,161,6
6a1340eecac062957a9df94e,OP-00003,TOR-02,Torno CNC 02,Usinagem,BMB-300,Bomba Submersa 3cv,2025-01-14T00:00:00.000Z,2025-01,2,2025-01-14T15:00:00.000Z,2025-01-14T23:30:00.000Z,450,62,388,Setup/Troca de ferramenta,Falta de material,Falta de operador,,20,16,26,,130,164,161,3
6a1340eecac062957a9df94f,OP-00005,INJ-01,Injetora 01,Injeção,VLV-075,"Válvula Esfera 3/4""",2025-01-14T00:00:00.000Z,2025-01,1,2025-01-14T06:00:00.000Z,2025-01-14T14:30:00.000Z,450,41,409,Ajuste de processo,,,,41,,,,36,640,639,1
6a1340eecac062957a9df950,OP-00005,INJ-01,Injetora 01,Injeção,VLV-075,"Válvula Esfera 3/4""",2025-01-14T00:00:00.000Z,2025-01,2,2025-01-14T15:00:00.000Z,2025-01-14T23:30:00.000Z,450,26,424,Setup/Troca de ferramenta,,,,26,,,,36,699,686,13
6a1340eecac062957a9df951,OP-00007,MON-01,Linha de Montagem 01,Montagem,CJM-500,Conjunto Pressurizador,2025-01-14T00:00:00.000Z,2025-01,1,2025-01-14T06:00:00.000Z,2025-01-14T14:30:00.000Z,450,51,399,Falta de operador,Ajuste de processo,Setup/Troca de ferramenta,,28,11,12,,300,73,72,1
6a1340eecac062957a9df952,OP-00007,MON-01,Linha de Montagem 01,Montagem,CJM-500,Conjunto Pressurizador,2025-01-14T00:00:00.000Z,2025-01,2,2025-01-14T15:00:00.000Z,2025-01-14T23:30:00.000Z,450,51,399,Falta de operador,Pequenas paradas,Falta de material,,23,9,19,,300,72,70,2
6a1340eecac062957a9df953,OP-00002,TOR-01,Torno CNC 01,Usinagem,BMB-200,Bomba Centrífuga 2cv,2025-01-15T00:00:00.000Z,2025-01,1,2025-01-15T06:00:00.000Z,2025-01-15T14:30:00.000Z,450,22,428,Falta de material,Ajuste de processo,,,10,12,,,110,231,229,2
6a1340eecac062957a9df954,OP-00001,TOR-01,Torno CNC 01,Usinagem,BMB-100,Bomba Centrífuga 1cv,2025-01-15T00:00:00.000Z,2025-01,2,2025-01-15T15:00:00.000Z,2025-01-15T23:30:00.000Z,450,34,416,Falta de material,Falta de operador,Pequenas paradas,,17,9,8,,90,249,240,9
6a1340eecac062957a9df955,OP-00003,TOR-02,Torno CNC 02,Usinagem,BMB-300,Bomba Submersa 3cv,2025-01-15T00:00:00.000Z,2025-01,1,2025-01-15T06:00:00.000Z,2025-01-15T14:30:00.000Z,450,42,408,Pequenas paradas,Falta de operador,,,22,20,,,130,186,182,4
6a1340eecac062957a9df956,OP-00003,TOR-02,Torno CNC 02,Usinagem,BMB-300,Bomba Submersa 3cv,2025-01-15T00:00:00.000Z,2025-01,2,2025-01-15T15:00:00.000Z,2025-01-15T23:30:00.000Z,450,48,402,Pequenas paradas,Ajuste de processo,Setup/Troca de ferramenta,,27,8,13,,130,180,174,6
6a1340eecac062957a9df957,OP-00005,INJ-01,Injetora 01,Injeção,VLV-075,"Válvula Esfera 3/4""",2025-01-15T00:00:00.000Z,2025-01,1,2025-01-15T06:00:00.000Z,2025-01-15T14:30:00.000Z,450,38,412,Pequenas paradas,,,,38,,,,36,679,666,13
