_id,maquina_codigo,ordem,produto_sku,data,ano_mes,turno,inicio,estado,motivo,duracao_min
6a1340efcac062957a9e020e,TOR-01,OP-00002,BMB-200,2025-01-02T00:00:00.000Z,2025-01,2,2025-01-02T22:12:00.000Z,PARADA,Pequenas paradas,18
6a1340efcac062957a9e020f,TOR-02,OP-00003,BMB-300,2025-01-02T00:00:00.000Z,2025-01,1,2025-01-02T06:00:00.000Z,RUNNING,,390
6a1340efcac062957a9e0210,TOR-02,OP-00003,BMB-300,2025-01-02T00:00:00.000Z,2025-01,1,2025-01-02T12:30:00.000Z,PARADA,Ajuste de processo,60
6a1340efcac062957a9e0211,TOR-02,OP-00003,BMB-300,2025-01-02T00:00:00.000Z,2025-01,2,2025-01-02T15:00:00.000Z,RUNNING,,400
6a1340efcac062957a9e0212,TOR-02,OP-00003,BMB-300,2025-01-02T00:00:00.000Z,2025-01,2,2025-01-02T21:40:00.000Z,PARADA,Falta de operador,50
6a1340efcac062957a9e0213,INJ-01,OP-00004,VLV-050,2025-01-02T00:00:00.000Z,2025-01,1,2025-01-02T06:00:00.000Z,RUNNING,,421
6a1340efcac062957a9e0214,INJ-01,OP-00004,VLV-050,2025-01-02T00:00:00.000Z,2025-01,1,2025-01-02T13:01:00.000Z,SETUP,Setup/Troca de ferramenta,10
6a1340efcac062957a9e0215,INJ-01,OP-00004,VLV-050,2025-01-02T00:00:00.000Z,2025-01,1,2025-01-02T13:11:00.000Z,PARADA,Falta de operador,8
6a1340efcac062957a9e0216,INJ-01,OP-00004,VLV-050,2025-01-02T00:00:00.000Z,2025-01,1,2025-01-02T13:19:00.000Z,PARADA,Ajuste de processo,11
6a1340efcac062957a9e0217,INJ-01,OP-00005,VLV-075,2025-01-02T00:00:00.000Z,2025-01,2,2025-01-02T15:00:00.000Z,RUNNING,,417
6a1340efcac062957a9e0218,INJ-01,OP-00005,VLV-075,2025-01-02T00:00:00.000Z,2025-01,2,2025-01-02T21:57:00.000Z,SETUP,Setup/Troca de ferramenta,18
6a1340efcac062957a9e0219,INJ-01,OP-00005,VLV-075,2025-01-02T00:00:00.000Z,2025-01,2,2025-01-02T22:15:00.000Z,PARADA,Falta de material,15
6a1340efcac062957a9e021a,MON-01,OP-00007,CJM-500,2025-01-02T00:00:00.000Z,2025-01,1,2025-01-02T06:00:00.000Z,RUNNING,,393
6a1340efcac062957a9e021b,MON-01,OP-00007,CJM-500,2025-01-02T00:00:00.000Z,2025-01,1,2025-01-02T12:33:00.000Z,PARADA,Falta de operador,18
6a1340efcac062957a9e021c,MON-01,OP-00007,CJM-500,2025-01-02T00:00:00.000Z,2025-01,1,2025-01-02T12:51:00.000Z,PARADA,Ajuste de processo,39
6a1340efcac062957a9e021d,MON-01,OP-00007,CJM-500,2025-01-02T00:00:00.000Z,2025-01,2,2025-01-02T15:00:00.000Z,RUNNING,,396
6a1340efcac062957a9e021e,MON-01,OP-00007,CJM-500,2025-01-02T00:00:00.000Z,2025-01,2,2025-01-02T21:36:00.000Z,PARADA,Ajuste de processo,19
6a1340efcac062957a9e021f,MON-01,OP-00007,CJM-500,2025-01-02T00:00:00.000Z,2025-01,2,2025-01-02T21:55:00.000Z,PARADA,Falta de material,35
6a1340efcac062957a9e0220,TOR-01,OP-00001,BMB-100,2025-01-03T00:00:00.000Z,2025-01,1,2025-01-03T06:00:00.000Z,RUNNING,,430
6a1340efcac062957a9e0221,TOR-01,OP-00001,BMB-100,2025-01-03T00:00:00.000Z,2025-01,1,2025-01-03T13:10:00.000Z,PARADA,Falta de operador,20
6a1340efcac062957a9e0222,TOR-01,OP-00001,BMB-100,2025-01-03T00:00:00.000Z,2025-01,2,2025-01-03T15:00:00.000Z,RUNNING,,445
6a1340efcac062957a9e0223,TOR-01,OP-00001,BMB-100,2025-01-03T00:00:00.000Z,2025-01,2,2025-01-03T22:25:00.000Z,PARADA,Ajuste de processo,5
6a1340efcac062957a9e0224,TOR-02,OP-00003,BMB-300,2025-01-03T00:00:00.000Z,2025-01,1,2025-01-03T06:00:00.000Z,RUNNING,,405
6a1340efcac062957a9e0225,TOR-02,OP-00003,BMB-300,2025-01-03T00:00:00.000Z,2025-01,1,2025-01-03T12:45:00.000Z,PARADA,Ajuste de processo,45
6a1340efcac062957a9e0226,TOR-02,OP-00003,BMB-300,2025-01-03T00:00:00.000Z,2025-01,2,2025-01-03T15:00:00.000Z,RUNNING,,398
6a1340efcac062957a9e0227,TOR-02,OP-00003,BMB-300,2025-01-03T00:00:00.000Z,2025-01,2,2025-01-03T21:38:00.000Z,PARADA,Falta de material,18
6a1340efcac062957a9e0228,TOR-02,OP-00003,BMB-300,2025-01-03T00:00:00.000Z,2025-01,2,2025-01-03T21:56:00.000Z,PARADA,Ajuste de processo,34
6a1340efcac062957a9e0229,INJ-01,OP-00004,VLV-050,2025-01-03T00:00:00.000Z,2025-01,1,2025-01-03T06:00:00.000Z,RUNNING,,416
6a1340efcac062957a9e022a,INJ-01,OP-00004,VLV-050,2025-01-03T00:00:00.000Z,2025-01,1,2025-01-03T12:56:00.000Z,PARADA,Falta de operador,34
6a1340efcac062957a9e022b,INJ-01,OP-00004,VLV-050,2025-01-03T00:00:00.000Z,2025-01,2,2025-01-03T15:00:00.000Z,RUNNING,,284
6a1340efcac062957a9e022c,INJ-01,OP-00004,VLV-050,2025-01-03T00:00:00.000Z,2025-01,2,2025-01-03T19:44:00.000Z,MANUTENCAO,Manutenção corretiva (quebra),111
6a1340efcac062957a9e022d,INJ-01,OP-00004,VLV-050,2025-01-03T00:00:00.000Z,2025-01,2,2025-01-03T21:35:00.000Z,PARADA,Falta de operador,19
6a1340efcac062957a9e022e,INJ-01,OP-00004,VLV-050,2025-01-03T00:00:00.000Z,2025-01,2,2025-01-03T21:54:00.000Z,PARADA,Ajuste de processo,36
6a1340efcac062957a9e022f,MON-01,OP-00008,CJM-700,2025-01-03T00:00:00.000Z,2025-01,1,2025-01-03T06:00:00.000Z,RUNNING,,410
6a1340efcac062957a9e0230,MON-01,OP-00008,CJM-700,2025-01-03T00:00:00.000Z,2025-01,1,2025-01-03T12:50:00.000Z,PARADA,Ajuste de processo,40
6a1340efcac062957a9e0231,MON-01,OP-00007,CJM-500,2025-01-03T00:00:00.000Z,2025-01,2,2025-01-03T15:00:00.000Z,RUNNING,,377
6a1340efcac062957a9e0232,MON-01,OP-00007,CJM-500,2025-01-03T00:00:00.000Z,2025-01,2,2025-01-03T21:17:00.000Z,PARADA,Falta de operador,40
6a1340efcac062957a9e0233,MON-01,OP-00007,CJM-500,2025-01-03T00:00:00.000Z,2025-01,2,2025-01-03T21:57:00.000Z,SETUP,Setup/Troca de ferramenta,33
6a1340efcac062957a9e0234,TOR-01,OP-00002,BMB-200,2025-01-06T00:00:00.000Z,2025-01,1,2025-01-06T06:00:00.000Z,RUNNING,,401
6a1340efcac062957a9e0235,TOR-01,OP-00002,BMB-200,2025-01-06T00:00:00.000Z,2025-01,1,2025-01-06T12:41:00.000Z,PARADA,Ajuste de processo,49
6a1340efcac062957a9e0236,TOR-01,OP-00002,BMB-200,2025-01-06T00:00:00.000Z,2025-01,2,2025-01-06T15:00:00.000Z,RUNNING,,428
6a1340efcac062957a9e0237,TOR-01,OP-00002,BMB-200,2025-01-06T00:00:00.000Z,2025-01,2,2025-01-06T22:08:00.000Z,PARADA,Pequenas paradas,22
6a1340efcac062957a9e0238,TOR-02,OP-00003,BMB-300,2025-01-06T00:00:00.000Z,2025-01,1,2025-01-06T06:00:00.000Z,RUNNING,,400
6a1340efcac062957a9e0239,TOR-02,OP-00003,BMB-300,2025-01-06T00:00:00.000Z,2025-01,1,2025-01-06T12:40:00.000Z,PARADA,Falta de material,50
6a1340efcac062957a9e023a,TOR-02,OP-00003,BMB-300,2025-01-06T00:00:00.000Z,2025-01,2,2025-01-06T15:00:00.000Z,RUNNING,,411
6a1340efcac062957a9e023b,TOR-02,OP-00003,BMB-300,2025-01-06T00:00:00.000Z,2025-01,2,2025-01-06T21:51:00.000Z,PARADA,Ajuste de processo,39
6a1340efcac062957a9e023c,INJ-01,OP-00004,VLV-050,2025-01-06T00:00:00.000Z,2025-01,1,2025-01-06T06:00:00.000Z,RUNNING,,419
6a1340efcac062957a9e023d,INJ-01,OP-00004,VLV-050,2025-01-06T00:00:00.000Z,2025-01,1,2025-01-06T12:59:00.000Z,PARADA,Pequenas paradas,16
6a1340efcac062957a9e023e,INJ-01,OP-00004,VLV-050,2025-01-06T00:00:00.000Z,2025-01,1,2025-01-06T13:15:00.000Z,PARADA,Falta de material,8
6a1340efcac062957a9e023f,INJ-01,OP-00004,VLV-050,2025-01-06T00:00:00.000Z,2025-01,1,2025-01-06T13:23:00.000Z,PARADA,Falta de operador,7
6a1340efcac062957a9e0240,INJ-01,OP-00004,VLV-050,2025-01-06T00:00:00.000Z,2025-01,2,2025-01-06T15:00:00.000Z,RUNNING,,417
6a1340efcac062957a9e0241,INJ-01,OP-00004,VLV-050,2025-01-06T00:00:00.000Z,2025-01,2,2025-01-06T21:57:00.000Z,PARADA,Falta de operador,11
6a1340efcac062957a9e0242,INJ-01,OP-00004,VLV-050,2025-01-06T00:00:00.000Z,2025-01,2,2025-01-06T22:08:00.000Z,SETUP,Setup/Troca de ferramenta,22
6a1340efcac062957a9e0243,MON-01,OP-00008,CJM-700,2025-01-06T00:00:00.000Z,2025-01,1,2025-01-06T06:00:00.000Z,RUNNING,,382
6a1340efcac062957a9e0244,MON-01,OP-00008,CJM-700,2025-01-06T00:00:00.000Z,2025-01,1,2025-01-06T12:22:00.000Z,PARADA,Falta de operador,27
6a1340efcac062957a9e0245,MON-01,OP-00008,CJM-700,2025-01-06T00:00:00.000Z,2025-01,1,2025-01-06T12:49:00.000Z,PARADA,Ajuste de processo,41
6a1340efcac062957a9e0246,MON-01,OP-00008,CJM-700,2025-01-06T00:00:00.000Z,2025-01,2,2025-01-06T15:00:00.000Z,RUNNING,,401
6a1340efcac062957a9e0247,MON-01,OP-00008,CJM-700,2025-01-06T00:00:00.000Z,2025-01,2,2025-01-06T21:41:00.000Z,PARADA,Falta de material,17
6a1340efcac062957a9e0248,MON-01,OP-00008,CJM-700,2025-01-06T00:00:00.000Z,2025-01,2,2025-01-06T21:58:00.000Z,PARADA,Falta de operador,32
6a1340efcac062957a9e0249,TOR-01,OP-00002,BMB-200,2025-01-07T00:00:00.000Z,2025-01,1,2025-01-07T06:00:00.000Z,RUNNING,,409
6a1340efcac062957a9e024a,TOR-01,OP-00002,BMB-200,2025-01-07T00:00:00.000Z,2025-01,1,2025-01-07T12:49:00.000Z,PARADA,Ajuste de processo,12
6a1340efcac062957a9e024b,TOR-01,OP-00002,BMB-200,2025-01-07T00:00:00.000Z,2025-01,1,2025-01-07T13:01:00.000Z,PARADA,Falta de operador,29
6a1340efcac062957a9e024c,TOR-01,OP-00001,BMB-100,2025-01-07T00:00:00.000Z,2025-01,2,2025-01-07T15:00:00.000Z,RUNNING,,403
6a1340efcac062957a9e024d,TOR-01,OP-00001,BMB-100,2025-01-07T00:00:00.000Z,2025-01,2,2025-01-07T21:43:00.000Z,PARADA,Falta de operador,27
6a1340efcac062957a9e024e,TOR-01,OP-00001,BMB-100,2025-01-07T00:00:00.000Z,2025-01,2,2025-01-07T22:10:00.000Z,SETUP,Setup/Troca de ferramenta,9
6a1340efcac062957a9e024f,TOR-01,OP-00001,BMB-100,2025-01-07T00:00:00.000Z,2025-01,2,2025-01-07T22:19:00.000Z,PARADA,Pequenas paradas,11
6a1340efcac062957a9e0250,TOR-02,OP-00003,BMB-300,2025-01-07T00:00:00.000Z,2025-01,1,2025-01-07T06:00:00.000Z,RUNNING,,399
6a1340efcac062957a9e0251,TOR-02,OP-00003,BMB-300,2025-01-07T00:00:00.000Z,2025-01,1,2025-01-07T12:39:00.000Z,PARADA,Ajuste de processo,29
6a1340efcac062957a9e0252,TOR-02,OP-00003,BMB-300,2025-01-07T00:00:00.000Z,2025-01,1,2025-01-07T13:08:00.000Z,PARADA,Falta de operador,11
6a1340efcac062957a9e0253,TOR-02,OP-00003,BMB-300,2025-01-07T00:00:00.000Z,2025-01,1,2025-01-07T13:19:00.000Z,SETUP,Setup/Troca de ferramenta,11
6a1340efcac062957a9e0254,TOR-02,OP-00003,BMB-300,2025-01-07T00:00:00.000Z,2025-01,2,2025-01-07T15:00:00.000Z,RUNNING,,394
6a1340efcac062957a9e0255,TOR-02,OP-00003,BMB-300,2025-01-07T00:00:00.000Z,2025-01,2,2025-01-07T21:34:00.000Z,SETUP,Setup/Troca de ferramenta,24
6a1340efcac062957a9e0256,TOR-02,OP-00003,BMB-300,2025-01-07T00:00:00.000Z,2025-01,2,2025-01-07T21:58:00.000Z,PARADA,Pequenas paradas,32
6a1340efcac062957a9e0257,INJ-01,OP-00005,VLV-075,2025-01-07T00:00:00.000Z,2025-01,1,2025-01-07T06:00:00.000Z,RUNNING,,417
6a1340efcac062957a9e0258,INJ-01,OP-00005,VLV-075,2025-01-07T00:00:00.000Z,2025-01,1,2025-01-07T12:57:00.000Z,PARADA,Falta de material,12
6a1340efcac062957a9e0259,INJ-01,OP-00005,VLV-075,2025-01-07T00:00:00.000Z,2025-01,1,2025-01-07T13:09:00.000Z,PARADA,Falta de operador,11
6a1340efcac062957a9e025a,INJ-01,OP-00005,VLV-075,2025-01-07T00:00:00.000Z,2025-01,1,2025-01-07T13:20:00.000Z,SETUP,Setup/Troca de ferramenta,10
6a1340efcac062957a9e025b,INJ-01,OP-00004,VLV-050,2025-01-07T00:00:00.000Z,2025-01,2,2025-01-07T15:00:00.000Z,RUNNING,,285
6a1340efcac062957a9e025c,INJ-01,OP-00004,VLV-050,2025-01-07T00:00:00.000Z,2025-01,2,2025-01-07T19:45:00.000Z,MANUTENCAO,Manutenção corretiva (quebra),126
6a1340efcac062957a9e025d,INJ-01,OP-00004,VLV-050,2025-01-07T00:00:00.000Z,2025-01,2,2025-01-07T21:51:00.000Z,SETUP,Setup/Troca de ferramenta,16
6a1340efcac062957a9e025e,INJ-01,OP-00004,VLV-050,2025-01-07T00:00:00.000Z,2025-01,2,2025-01-07T22:07:00.000Z,PARADA,Falta de operador,23
6a1340efcac062957a9e025f,MON-01,OP-00007,CJM-500,2025-01-07T00:00:00.000Z,2025-01,1,2025-01-07T06:00:00.000Z,RUNNING,,377
6a1340efcac062957a9e0260,MON-01,OP-00007,CJM-500,2025-01-07T00:00:00.000Z,2025-01,1,2025-01-07T12:17:00.000Z,PARADA,Falta de material,73
6a1340efcac062957a9e0261,MON-01,OP-00007,CJM-500,2025-01-07T00:00:00.000Z,2025-01,2,2025-01-07T15:00:00.000Z,RUNNING,,404
6a1340efcac062957a9e0262,MON-01,OP-00007,CJM-500,2025-01-07T00:00:00.000Z,2025-01,2,2025-01-07T21:44:00.000Z,SETUP,Setup/Troca de ferramenta,46
6a1340efcac062957a9e0263,TOR-01,OP-00002,BMB-200,2025-01-08T00:00:00.000Z,2025-01,1,2025-01-08T06:00:00.000Z,RUNNING,,419
6a1340efcac062957a9e0264,TOR-01,OP-00002,BMB-200,2025-01-08T00:00:00.000Z,2025-01,1,2025-01-08T12:59:00.000Z,PARADA,Falta de operador,11
6a1340efcac062957a9e0265,TOR-01,OP-00002,BMB-200,2025-01-08T00:00:00.000Z,2025-01,1,2025-01-08T13:10:00.000Z,SETUP,Setup/Troca de ferramenta,7
6a1340efcac062957a9e0266,TOR-01,OP-00002,BMB-200,2025-01-08T00:00:00.000Z,2025-01,1,2025-01-08T13:17:00.000Z,PARADA,Pequenas paradas,13
6a1340efcac062957a9e0267,TOR-01,OP-00001,BMB-100,2025-01-08T00:00:00.000Z,2025-01,2,2025-01-08T15:00:00.000Z,RUNNING,,433
6a1340efcac062957a9e0268,TOR-01,OP-00001,BMB-100,2025-01-08T00:00:00.000Z,2025-01,2,2025-01-08T22:13:00.000Z,PARADA,Falta de operador,7
6a1340efcac062957a9e0269,TOR-01,OP-00001,BMB-100,2025-01-08T00:00:00.000Z,2025-01,2,2025-01-08T22:20:00.000Z,PARADA,Ajuste de processo,10
6a1340efcac062957a9e026a,TOR-02,OP-00003,BMB-300,2025-01-08T00:00:00.000Z,2025-01,1,2025-01-08T06:00:00.000Z,RUNNING,,433
6a1340efcac062957a9e026b,TOR-02,OP-00003,BMB-300,2025-01-08T00:00:00.000Z,2025-01,1,2025-01-08T13:13:00.000Z,PARADA,Ajuste de processo,6
6a1340efcac062957a9e026c,TOR-02,OP-00003,BMB-300,2025-01-08T00:00:00.000Z,2025-01,1,2025-01-08T13:19:00.000Z,SETUP,Setup/Troca de ferramenta,11
6a1340efcac062957a9e026d,TOR-02,OP-00003,BMB-300,2025-01-08T00:00:00.000Z,2025-01,2,2025-01-08T15:00:00.000Z,RUNNING,,433
6a1340efcac062957a9e026e,TOR-02,OP-00003,BMB-300,2025-01-08T00:00:00.000Z,2025-01,2,2025-01-08T22:13:00.000Z,PARADA,Ajuste de processo,7
6a1340efcac062957a9e026f,TOR-02,OP-00003,BMB-300,2025-01-08T00:00:00.000Z,2025-01,2,2025-01-08T22:20:00.000Z,SETUP,Setup/Troca de ferramenta,10
6a1340efcac062957a9e0270,INJ-01,OP-00004,VLV-050,2025-01-08T00:00:00.000Z,2025-01,1,2025-01-08T06:00:00.000Z,RUNNING,,431
6a1340efcac062957a9e0271,INJ-01,OP-00004,VLV-050,2025-01-08T00:00:00.000Z,2025-01,1,2025-01-08T13:11:00.000Z,PARADA,Ajuste de processo,19
6a1340efcac062957a9e0272,INJ-01,OP-00005,VLV-075,2025-01-08T00:00:00.000Z,2025-01,2,2025-01-08T15:00:00.000Z,RUNNING,,424
6a1340efcac062957a9e0273,INJ-01,OP-00005,VLV-075,2025-01-08T00:00:00.000Z,2025-01,2,2025-01-08T22:04:00.000Z,SETUP,Setup/Troca de ferramenta,9
6a1340efcac062957a9e0274,INJ-01,OP-00005,VLV-075,2025-01-08T00:00:00.000Z,2025-01,2,2025-01-08T22:13:00.000Z,PARADA,Ajuste de processo,17
6a1340efcac062957a9e0275,MON-01,OP-00008,CJM-700,2025-01-08T00:00:00.000Z,2025-01,1,2025-01-08T06:00:00.000Z,RUNNING,,389
6a1340efcac062957a9e0276,MON-01,OP-00008,CJM-700,2025-01-08T00:00:00.000Z,2025-01,1,2025-01-08T12:29:00.000Z,PARADA,Pequenas paradas,61
6a1340efcac062957a9e0277,MON-01,OP-00008,CJM-700,2025-01-08T00:00:00.000Z,2025-01,2,2025-01-08T15:00:00.000Z,RUNNING,,386
6a1340efcac062957a9e0278,MON-01,OP-00008,CJM-700,2025-01-08T00:00:00.000Z,2025-01,2,2025-01-08T21:26:00.000Z,PARADA,Pequenas paradas,22
6a1340efcac062957a9e0279,MON-01,OP-00008,CJM-700,2025-01-08T00:00:00.000Z,2025-01,2,2025-01-08T21:48:00.000Z,PARADA,Ajuste de processo,42
6a1340efcac062957a9e027a,TOR-01,OP-00002,BMB-200,2025-01-09T00:00:00.000Z,2025-01,1,2025-01-09T06:00:00.000Z,RUNNING,,402
6a1340efcac062957a9e027b,TOR-01,OP-00002,BMB-200,2025-01-09T00:00:00.000Z,2025-01,1,2025-01-09T12:42:00.000Z,PARADA,Pequenas paradas,48
6a1340efcac062957a9e027c,TOR-01,OP-00001,BMB-100,2025-01-09T00:00:00.000Z,2025-01,2,2025-01-09T15:00:00.000Z,RUNNING,,417
6a1340efcac062957a9e027d,TOR-01,OP-00001,BMB-100,2025-01-09T00:00:00.000Z,2025-01,2,2025-01-09T21:57:00.000Z,PARADA,Falta de material,15
6a1340efcac062957a9e027e,TOR-01,OP-00001,BMB-100,2025-01-09T00:00:00.000Z,2025-01,2,2025-01-09T22:12:00.000Z,PARADA,Falta de operador,18
6a1340efcac062957a9e027f,TOR-02,OP-00003,BMB-300,2025-01-09T00:00:00.000Z,2025-01,1,2025-01-09T06:00:00.000Z,RUNNING,,314
6a1340efcac062957a9e0280,TOR-02,OP-00003,BMB-300,2025-01-09T00:00:00.000Z,2025-01,1,2025-01-09T11:14:00.000Z,MANUTENCAO,Manutenção corretiva (quebra),104
6a1340efcac062957a9e0281,TOR-02,OP-00003,BMB-300,2025-01-09T00:00:00.000Z,2025-01,1,2025-01-09T12:58:00.000Z,PARADA,Ajuste de processo,14
6a1340efcac062957a9e0282,TOR-02,OP-00003,BMB-300,2025-01-09T00:00:00.000Z,2025-01,1,2025-01-09T13:12:00.000Z,SETUP,Setup/Troca de ferramenta,8
6a1340efcac062957a9e0283,TOR-02,OP-00003,BMB-300,2025-01-09T00:00:00.000Z,2025-01,1,2025-01-09T13:20:00.000Z,PARADA,Pequenas paradas,10
6a1340efcac062957a9e0284,TOR-02,OP-00003,BMB-300,2025-01-09T00:00:00.000Z,2025-01,2,2025-01-09T15:00:00.000Z,RUNNING,,406
6a1340efcac062957a9e0285,TOR-02,OP-00003,BMB-300,2025-01-09T00:00:00.000Z,2025-01,2,2025-01-09T21:46:00.000Z,PARADA,Falta de operador,44
6a1340efcac062957a9e0286,INJ-01,OP-00004,VLV-050,2025-01-09T00:00:00.000Z,2025-01,1,2025-01-09T06:00:00.000Z,RUNNING,,425
6a1340efcac062957a9e0287,INJ-01,OP-00004,VLV-050,2025-01-09T00:00:00.000Z,2025-01,1,2025-01-09T13:05:00.000Z,PARADA,Pequenas paradas,13
6a1340efcac062957a9e0288,INJ-01,OP-00004,VLV-050,2025-01-09T00:00:00.000Z,2025-01,1,2025-01-09T13:18:00.000Z,SETUP,Setup/Troca de ferramenta,12
6a1340efcac062957a9e0289,INJ-01,OP-00004,VLV-050,2025-01-09T00:00:00.000Z,2025-01,2,2025-01-09T15:00:00.000Z,RUNNING,,414
6a1340efcac062957a9e028a,INJ-01,OP-00004,VLV-050,2025-01-09T00:00:00.000Z,2025-01,2,2025-01-09T21:54:00.000Z,PARADA,Ajuste de processo,16
6a1340efcac062957a9e028b,INJ-01,OP-00004,VLV-050,2025-01-09T00:00:00.000Z,2025-01,2,2025-01-09T22:10:00.000Z,PARADA,Pequenas paradas,20
6a1340efcac062957a9e028c,MON-01,OP-00007,CJM-500,2025-01-09T00:00:00.000Z,2025-01,1,2025-01-09T06:00:00.000Z,RUNNING,,399
